Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M Maes-Bermejo, M Gallego, F Gortázar…","Revisiting the building of past snapshots—a replication and reproduction study",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-022-10117-6","",11,"2022-09-05 09:28:12","HTML","10.1007/s10664-022-10117-6","","",,,,,0,0.00,0,4,1,"… , for the sake of completeness, we offer a comparison using the same quartiles to classify the projects into the three categories in a table that can be found in the replication package. …","https://link.springer.com/article/10.1007/s10664-022-10117-6","https://scholar.google.com/scholar?q=related:24xh_u4UDWAJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
5,"JL Cánovas Izquierdo, J Cabot","On the analysis of non-coding roles in open source development",2022,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10061-x","https://scholar.google.com/scholar?cites=1864173532962802486&as_sdt=2005&sciodt=2007&hl=en",12,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10061-x","","",,,,,5,5.00,3,2,1,"… Besides the analysis itself, we also provide a replication package aimed to facilitate quantitative role-based analysis of Open Source communities, opening the door to further analysis in …","https://link.springer.com/article/10.1007/s10664-021-10061-x","https://scholar.google.com/scholar?q=related:Nsvuj_Pf3hkJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"A Tagra, H Zhang, GK Rajbahadur…","Revisiting reopened bugs in open source software systems",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-022-10133-6","https://scholar.google.com/scholar?cites=11318219033289706903&as_sdt=2005&sciodt=2007&hl=en",13,"2022-09-05 09:28:12","","10.1007/s10664-022-10133-6","","",,,,,2,2.00,1,4,1,"… We provide the replication package Footnote 7 with data of the 47 projects in our study. While computing the value of features, we ignore all events in the bug report that occur at the …","https://arxiv.org/pdf/2202.08701","https://scholar.google.com/scholar?q=related:l01MiT5kEp0J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
37,"S Beyer, C Macho, M Di Penta, M Pinzger","What kind of questions do developers ask on Stack Overflow? A comparison of automated approaches to classify posts into question categories",2020,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09758-x","https://scholar.google.com/scholar?cites=5911083443247111957&as_sdt=2005&sciodt=2007&hl=en",14,"2022-09-05 09:28:12","HTML","10.1007/s10664-019-09758-x","","",,,,,37,18.50,9,4,2,"… Please note that the regular expressions including the patterns and antipatterns for all question categories can be found in our replication package ?? . …","https://link.springer.com/article/10.1007/s10664-019-09758-x","https://scholar.google.com/scholar?q=related:Fd9vyBJjCFIJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
137,"A Decan, T Mens, P Grosjean","An empirical comparison of dependency network evolution in seven software packaging ecosystems",2019,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-017-9589-y","https://scholar.google.com/scholar?cites=4332983115550042493&as_sdt=2005&sciodt=2007&hl=en",15,"2022-09-05 09:28:12","","10.1007/s10664-017-9589-y","","",,,,,137,45.67,46,3,3,"… All empirical analysis presented in the current article is supported by a replication package (Decan and Mens 2017). Table 1 informally defines all terms used in this article. The parts of …","https://arxiv.org/pdf/1710.04936","https://scholar.google.com/scholar?q=related:fSkgvC_ZITwJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
13,"H Hata, N Novielli, S Baltes, RG Kula…","GitHub Discussions: An exploratory study of early adoption",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10058-6","https://scholar.google.com/scholar?cites=7141865000258943591&as_sdt=2005&sciodt=2007&hl=en",16,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10058-6","","",,,,,13,13.00,3,5,1,"… To mitigate this threat, we include the list of keywords in our replication package. Furthermore, some projects did not have specific tags on Stack Overflow. Further replications could be …","https://link.springer.com/article/10.1007/s10664-021-10058-6","https://scholar.google.com/scholar?q=related:Z7o65mAAHWMJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"GK Michelon, D Obermann, WKG Assunção…","Evolving software system families in space and time with feature revisions",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10108-z","https://scholar.google.com/scholar?cites=17189290173417751325&as_sdt=2005&sciodt=2007&hl=en",17,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10108-z","","",,,,,2,2.00,1,4,1,"… We thus mined more Git commits of more C preprocessor-based systems and included more system variants in our replication package Footnote 3 . …","https://link.springer.com/article/10.1007/s10664-021-10108-z","https://scholar.google.com/scholar?q=related:HYOtB1egjO4J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"W Mahmood, D Strüber, A Anjorin, T Berger","Effects of variability in models: a family of experiments",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10112-3","",18,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10112-3","","",,,,,0,0.00,0,4,1,"… We provide a replication package (Mahmood et al. 2021) that includes our experimental … with activity diagrams as the featured model type (replication package (Mahmood et al. 2021), …","https://link.springer.com/article/10.1007/s10664-021-10112-3","https://scholar.google.com/scholar?q=related:rPQ3S7n2ZUMJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
4,"J Dąbrowski, E Letier, A Perini, A Susi","Analysing app reviews for software engineering: a systematic literature review",2022,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10065-7","https://scholar.google.com/scholar?cites=12255427486430538699&as_sdt=2005&sciodt=2007&hl=en",19,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10065-7","","",,,,,4,4.00,1,4,1,"… Replication Package (F18) records whether a replication package is available. When one is available, we also recorded details about its content such as the availability of an annotated …","https://link.springer.com/article/10.1007/s10664-021-10065-7","https://scholar.google.com/scholar?q=related:yytA610GFKoJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
18,"MT Rahman, PC Rigby, E Shihab","The modular and feature toggle architectures of Google Chrome",2019,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9639-0","https://scholar.google.com/scholar?cites=16819171971982857293&as_sdt=2005&sciodt=2007&hl=en",20,"2022-09-05 09:28:12","","10.1007/s10664-018-9639-0","","",,,,,18,6.00,6,3,3,"… The full list of dependencies among modules is available in our replication package (… The full list of feature and module mappings can be found in our replication package (Rahman 2017…","https://www.academia.edu/download/84070615/Rahman2018EMSE-preproduction.pdf","https://scholar.google.com/scholar?q=related:TZQ-9suzaekJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
33,"S Chowdhury, S Di Nardo, A Hindle…","An exploratory study on assessing the energy impact of logging on android applications",2018,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-017-9545-x","https://scholar.google.com/scholar?cites=7631280760006605511&as_sdt=2005&sciodt=2007&hl=en",21,"2022-09-05 09:28:12","","10.1007/s10664-017-9545-x","","",,,,,33,8.25,8,4,4,"… our replication package. We believe such data can be very useful for software engineering researchers and app developers (Replication Package Android Logcat Energy Study 2017). …","http://www.cse.yorku.ca/~zmjiang/publications/emse2017_chowdhury.pdf","https://scholar.google.com/scholar?q=related:x3p3QWvB52kJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
12,"G Rodríguez-Pérez, R Nadri, M Nagappan","Perceived diversity in software engineering: a systematic literature review",2021,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-09992-2","https://scholar.google.com/scholar?cites=13246672436535639326&as_sdt=2005&sciodt=2007&hl=en",22,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-09992-2","","",,,,,12,12.00,4,3,1,"We define perceived diversity as the diversity factors that individuals are born with. Perceived diversity in Software Engineering has been recognized as a high-value team property and …","https://link.springer.com/article/10.1007/s10664-021-09992-2","https://scholar.google.com/scholar?q=related:Hj2qq2Wi1bcJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
6,"D Wang, T Xiao, P Thongtanunam, RG Kula…","Understanding shared links and their intentions to meet information needs in modern code review",2021,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-09997-x","https://scholar.google.com/scholar?cites=5995837786859634032&as_sdt=2005&sciodt=2007&hl=en",23,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-09997-x","","",,,,,6,6.00,1,5,1,"… Thus, in order to encourage future replication studies, our replication package is available online including the raw review datasets, manually labeled link targets and their intentions, …","https://link.springer.com/article/10.1007/s10664-021-09997-x","https://scholar.google.com/scholar?q=related:cP2hKLN-NVMJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"MH Ibrahim, M Sayagh, AE Hassan","A study of how Docker Compose is used to compose multi-component systems",2021,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10025-1","https://scholar.google.com/scholar?cites=966923542124281621&as_sdt=2005&sciodt=2007&hl=en",24,"2022-09-05 09:28:12","","10.1007/s10664-021-10025-1","","",,,,,2,2.00,1,3,1,"… Our replication package is available online Footnote 1 . … While parsing the Docker Compose files (using our own parser available in our replication package) we could not parse 33 files …","https://sail.cs.queensu.ca/data/pdfs/EMSE2021_A_Study_of_How_Docker_Compose_is_Used_to_Compose_Multi-component_Systems.pdf","https://scholar.google.com/scholar?q=related:Fb9HrdYzaw0J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
63,"D Martens, W Maalej","Towards understanding and detecting fake reviews in app stores",2019,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09706-9","https://scholar.google.com/scholar?cites=1313263315950293529&as_sdt=2005&sciodt=2007&hl=en",25,"2022-09-05 09:28:12","HTML","10.1007/s10664-019-09706-9","","",,,,,63,21.00,32,2,3,"… For those we repeated the previous step, resulting in 39 unique search terms, which are included in the replication package. … The questionnaire is included in our replication package. …","https://link.springer.com/article/10.1007/s10664-019-09706-9","https://scholar.google.com/scholar?q=related:GdLEIwemORIJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
48,"DA Tamburri, F Palomba, A Serebrenik…","Discovering community patterns in open-source: a systematic approach and its evaluation",2019,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9659-9","https://scholar.google.com/scholar?cites=12949579398437055292&as_sdt=2005&sciodt=2007&hl=en",26,"2022-09-05 09:28:12","HTML","10.1007/s10664-018-9659-9","","",,,,,48,16.00,12,4,3,"… In this study we offer a completely free and open-source replication package to call for, and … release a fully-fledged replication package to call for, and encourage replication of our work. …","https://link.springer.com/article/10.1007/s10664-018-9659-9","https://scholar.google.com/scholar?q=related:PKuOYtoltrMJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"I Rehman, D Wang, RG Kula, T Ishio…","Newcomer OSS-Candidates: Characterizing Contributions of Novice Developers to GitHub",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-022-10163-0","https://scholar.google.com/scholar?cites=13180747196708260046&as_sdt=2005&sciodt=2007&hl=en",27,"2022-09-05 09:28:12","HTML","10.1007/s10664-022-10163-0","","",,,,,2,2.00,0,5,1,"… To facilitate replication and future work in the area, we have prepared a replication package, which includes the studied 171 Newcomer OSS-Candidates’ repositories, manually labeled …","https://link.springer.com/article/10.1007/s10664-022-10163-0","https://scholar.google.com/scholar?q=related:zogFpr1r67YJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"J Pasuksmit, P Thongtanunam…","Story points changes in agile iterative development",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-022-10192-9","",28,"2022-09-05 09:28:12","HTML","10.1007/s10664-022-10192-9","","",,,,,0,0.00,0,3,1,"… To facilitate future studies, we provide the replication package and the datasets, which are … Additionally, we provide the replication package to facilitate the replication of our work. …","https://link.springer.com/article/10.1007/s10664-022-10192-9",""
87,"H Li, W Shang, Y Zou, AE Hassan","Towards just-in-time suggestions for log changes",2017,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-016-9467-z","https://scholar.google.com/scholar?cites=2810273529006509388&as_sdt=2005&sciodt=2007&hl=en",29,"2022-09-05 09:28:12","","10.1007/s10664-016-9467-z","","",,,,,87,17.40,22,4,5,"… We use regular expressions to identify the added and deleted logging statements across commits (see on-line replication package for the used regular expressions Footnote 13 ). If a …","https://seal-queensu.github.io/publications/pdf/SANER-Heng-2018.pdf","https://scholar.google.com/scholar?q=related:TM0dmuIYACcJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
113,"G Bavota, G Canfora, M Di Penta, R Oliveto…","How the apache community upgrades dependencies: an evolutionary study",2015,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-014-9325-9","https://scholar.google.com/scholar?cites=12496937696341546998&as_sdt=2005&sciodt=2007&hl=en",30,"2022-09-05 09:28:12","","10.1007/s10664-014-9325-9","","",,,,,113,16.14,23,5,7,"… Replication package The study described in this section can be replicated using the replication package available online Footnote 9 . The replication package provides information to …","https://www.researchgate.net/profile/Sebastiano-Panichella/publication/263309245_How_the_Apache_Community_Upgrades_Dependencies_An_Evolutionary_Study/links/00b4953a85e9d153a3000000/How-the-Apache-Community-Upgrades-Dependencies-An-Evolutionary-Study.pdf","https://scholar.google.com/scholar?q=related:9legip8Kbq0J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
14,"R Pan, M Bagherzadeh, TA Ghaleb…","Test case selection and prioritization using machine learning: a systematic literature review",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10066-6","https://scholar.google.com/scholar?cites=3409270452363515027&as_sdt=2005&sciodt=2007&hl=en",31,"2022-09-05 09:28:12","","10.1007/s10664-021-10066-6","","",,,,,14,14.00,4,4,1,"… We provide a replication package (Replication package 2021) of our SLR containing the search strings and the data extracted from papers. …","https://arxiv.org/pdf/2106.13891","https://scholar.google.com/scholar?q=related:k9Rc0GkpUC8J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"F Petrulio, AA Sawant, A Bacchelli","The indolent lambdification of Java",2021,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10039-9","",32,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10039-9","","",,,,,0,0.00,0,3,1,"As Java 8 introduced functional interfaces and lambda expressions to the Java programming language, the JDK API was changed to introduce support for lambda expressions, thus …","https://link.springer.com/article/10.1007/s10664-021-10039-9","https://scholar.google.com/scholar?q=related:RZNnfcCfW84J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
4,"M Beller, A Zaidman, A Karpov, RA Zwaan","The last line effect explained",2017,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-016-9489-6","https://scholar.google.com/scholar?cites=7307652457124737306&as_sdt=2005&sciodt=2007&hl=en",33,"2022-09-05 09:28:12","HTML","10.1007/s10664-016-9489-6","","",,,,,4,0.80,1,4,5,"… To foster replication of this study, we have made the complete data set and all analyses available as a replication package. Footnote 6 The package includes all un-filtered warnings …","https://link.springer.com/article/10.1007/s10664-016-9489-6","https://scholar.google.com/scholar?q=related:GjHuMDH_aWUJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"A Di Sorbo, S Panichella","Exposed! A case study on the vulnerability-proneness of Google Play Apps",2021,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-09978-0","https://scholar.google.com/scholar?cites=14763915195170330607&as_sdt=2005&sciodt=2007&hl=en",34,"2022-09-05 09:28:12","","10.1007/s10664-021-09978-0","","",,,,,2,2.00,1,2,1,"… Replication package We make available in our replication package Footnote 5 all the raw data used to answer our research research questions. …","https://digitalcollection.zhaw.ch/bitstream/11475/22733/3/2021_DiSorbo-Panichella_Exposed-a-case-study-on-the-vulnerability-proneness-of-Google-Play-Apps.pdf","https://scholar.google.com/scholar?q=related:75cevqX248wJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
10,"S Panichella, N Zaugg","An empirical investigation of relevant changes and automation needs in modern code review",2020,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-020-09870-3","https://scholar.google.com/scholar?cites=9882406024154350380&as_sdt=2005&sciodt=2007&hl=en",35,"2022-09-05 09:28:12","HTML","10.1007/s10664-020-09870-3","","",,,,,10,5.00,5,2,2,"… the connected list and each feedback as developers often referred to similar types was labeled with the matching categories (we provide this labeled dataset in our replication package). …","https://link.springer.com/article/10.1007/s10664-020-09870-3","https://scholar.google.com/scholar?q=related:LIPmc-tbJYkJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
4,"E Parra, M Alahmadi, A Ellis, S Haiduc","A comparative study and analysis of developer communications on Slack and Gitter﻿",2022,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10095-1","https://scholar.google.com/scholar?cites=8822083948078460348&as_sdt=2005&sciodt=2007&hl=en",36,"2022-09-05 09:28:12","","10.1007/s10664-021-10095-1","","",,,,,4,4.00,1,4,1,"… The detailed results of the LDA modeling can be found in our replication package. … The scripts used for hyperparameter tuning can be found in our replication package (Parra 2021). …","","https://scholar.google.com/scholar?q=related:vG3k_5tWbnoJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
